65095	KRI1
55347	ABHD10
55340	GIMAP5
55342	STRBP
131118	DNAJC19
27288	RBMXL2
5982	RFC2
5983	RFC3
10890	RAB10
5984	RFC4
7514	XPO1
55764	IFT122
3998	LMAN1
55768	NGLY1
127700	OSCP1
6152	RPL24
6154	RPL26
6155	RPL27
6156	RPL30
6157	RPL27A
6158	RPL28
6159	RPL29
55907	CMAS
4736	RPL10A
10960	LMAN2
2316	FLNA
2317	FLNB
4738	NEDD8
81532	MOB2
10969	EBNA1BP2
4939	OAS2
6727	SRP14
51602	NOP58
292	SLC25A5
293	SLC25A6
291	SLC25A4
56052	ALG1
55832	CAND1
55831	EMC3
4659	PPP1R12A
79751	SLC25A22
26156	RSL1D1
57610	RANBP10
80201	HKDC1
2264	FGFR4
9528	TMEM59
6192	RPS4Y1
9256	BZRAP1
9526	MPDU1
9255	AIMP1
9521	EEF1E1
57473	ZNF512B
7862	BRPF1
102	ADAM10
22907	DHX30
79811	SLTM
80273	GRPEL1
85439	STON2
9413	FAM189A2
9415	FADS2
10632	ATP5L
2734	GLG1
55299	BRIX1
54888	NSUN2
10412	NSA2
10146	G3BP1
10419	PRMT5
10383	TUBB4B
10382	TUBB4A
10381	TUBB3
9636	ISG15
138046	RALYL
7265	TTC1
7266	DNAJC7
6204	RPS10
6205	RPS11
6206	RPS12
6207	RPS13
6201	RPS7
6202	RPS8
6203	RPS9
6208	RPS14
6209	RPS15
85508	SCRT2
79698	ZMAT4
54776	PPP1R12C
9744	ACAP1
10565	ARFGEF1
10564	ARFGEF2
10093	ARPC4
1627	DBN1
1994	ELAVL1
10095	ARPC1B
1629	DBT
5189	PEX1
83475	DOHH
84271	POLDIP3
3010	HIST1H1T
8833	GMPS
692312	PPAN-P2RY11
79001	VKORC1
79009	DDX50
7070	THY1
7073	TIAL1
5052	PRDX1
29767	TMOD2
29766	TMOD3
1176	AP3S1
1174	AP1S1
1173	AP2M1
23052	ENDOD1
5537	PPP6C
11168	PSIP1
58526	MID1IP1
8724	SNX3
8761	PABPC4
79718	TBL1XR1
684	BST2
7184	HSP90B1
682	BSG
51479	ANKFY1
8540	AGPS
7455	ZAN
5621	PRNP
1374	CPT1A
23299	BICD2
400	ARL1
8498	RANBP3
23293	SMG6
23291	FBXW11
3837	KPNB1
3832	KIF11
55626	AMBRA1
28987	NOB1
84908	FAM136A
10963	STIP1
23279	NUP160
124801	LSM12
2319	FLOT2
378	ARF4
7520	XRCC5
372	ARCN1
2314	FLII
377	ARF3
51295	ECSIT
51290	ERGIC2
51291	GMIP
65264	UBE2Z
65265	C8orf33
6143	RPL19
6142	RPL18A
6141	RPL18
6147	RPL23A
6146	RPL22
128866	CHMP4B
128869	PIGU
10970	CKAP4
10971	YWHAQ
10972	TMED10
6782	HSPA13
81502	HM13
4722	NDUFS3
51614	ERGIC3
253943	YTHDF3
56829	ZC3HAV1
3741	KCNA5
117246	FTSJ3
4627	MYH9
4628	MYH10
4629	MYH11
2275	FHL3
2274	FHL2
57662	CAMSAP3
57665	RDH14
51605	TRMT6
5859	QARS
257397	TAB3
51109	RDH11
9535	GMFG
9532	BAG2
7852	CXCR4
654483	BOLA2B
121391	KRT74
2058	EPRS
3692	EIF6
9403	SEP15
9402	GRAP2
26037	SIPA1L1
10625	IVNS1ABP
26032	SUSD5
10627	MYL12A
10401	PIAS3
10155	TRIM28
54567	DLL4
10390	CEPT1
22803	XRN2
10399	GNB2L1
54960	GEMIN8
6217	RPS16
10713	USP39
84061	MAGT1
1603	DAD1
6218	RPS17
54982	CLN6
84648	LCE3D
10579	TACC2
10574	CCT7
10575	CCT4
10576	CCT2
1968	EIF2S3
5198	PFAS
1965	EIF2S1
1615	DARS
5190	PEX6
1962	EHHADH
8841	HDAC3
83460	EMC6
2873	GPS1
89978	DPH6
2874	GPS2
54344	DPM3
79016	DDA1
26521	TIMM8B
143187	VTI1A
23046	KIF21B
23511	NUP188
23517	SKIV2L2
5898	RALA
54431	DNAJC10
5500	PPP1CB
50717	DCAF8
83732	RIOK1
79709	COLGALT1
23603	CORO1C
221092	HNRNPUL2
8531	YBX3
9984	THOC1
8533	COPS3
51441	YTHDF2
6407	SEMG2
5612	PRKRIR
6566	SLC16A1
92609	TIMM50
25957	PNISR
10213	PSMD14
4282	MIF
4288	MKI67
51599	LSR
55749	CCAR1
7535	ZAP70
55037	PTCD3
7531	YWHAE
7533	YWHAH
7532	YWHAG
55920	RCC2
55922	NKRF
9527	GOSR1
6176	RPLP1
389	RHOC
6175	RPLP0
6173	RPL36A
6170	RPL39
448834	KPRP
10989	IMMT
6774	STAT3
10987	COPS5
10980	COPS6
5872	RAB13
9967	THRAP3
27159	CHIA
5878	RAB5C
5879	RAC1
60488	MRPS35
4632	MYL1
2193	FARSA
2194	FASN
2195	FAT1
4635	MYL4
2197	FAU
90809	TMEM55B
259266	ASPM
2202	EFEMP1
57674	RNF213
81608	FIP1L1
81609	SNX27
80774	LIMD2
51138	COPS4
9500	MAGED1
79833	GEMIN6
7846	TUBA1A
160	AP2A1
7840	ALMS1
4839	NOP2
3689	ITGB2
6744	SSFA2
3683	ITGAL
4830	NME1
4522	MTHFD1
4836	NMT1
6194	RPS6
6191	RPS4X
139599	MAGEE2
6193	RPS5
9616	RNF7
9343	EFTUD2
9611	NCOR1
9349	RPL23
9618	TRAF4
9184	BUB3
57095	PITHD1
83858	ATAD3B
10360	NPM3
9188	DDX21
7203	CCT3
54976	C20orf27
6748	SSR4
6222	RPS18
6223	RPS19
6227	RPS21
6224	RPS20
8140	SLC7A5
10768	AHCYL1
6228	RPS23
6229	RPS24
101929876	LOC101929876
54994	GID8
84656	GLYR1
112939	NACC1
9761	MLEC
1975	EIF4B
1973	EIF4A1
1606	DGKA
808	CALM3
801	CALM1
805	CALM2
257415	FAM133B
89941	RHOT2
3320	HSP90AA1
5475	PPEF1
10211	FLOT1
10210	TOPORS
3326	HSP90AB1
10212	DDX39A
3329	HSPD1
5478	PPIA
5479	PPIB
1770	DNAH9
347733	TUBB2B
10189	ALYREF
1778	DYNC1H1
8148	TAF15
51081	MRPS7
8636	SSNA1
23071	ERP44
8634	RTCA
23077	MYCBP2
23076	RRP1B
1153	CIRBP
6993	DYNLT1
5519	PPP2R1B
5518	PPP2R1A
54882	ANKHD1
5516	PPP2CB
59	ACTA2
3039	HBA1
11103	KRR1
11100	HNRNPUL1
3030	HADHA
3032	HADHB
52	ACP1
83706	FERMT3
3035	HARS
22870	PPP6R1
79731	NARS2
51493	RTCB
3036	HAS1
79735	TBC1D17
319101	KRT73
202	AIM1
9991	PTBP3
8520	HAT1
55139	ANKZF1
55131	RBM28
3812	KIR3DL2
3811	KIR3DL1
127829	ARL8A
103910	MYL12B
151188	ARL6IP6
65993	MRPS34
8454	CUL1
8453	CUL2
23256	SCFD1
8451	CUL4A
8450	CUL4B
136319	MTPN
6426	SRSF1
6427	SRSF2
4299	AFF1
6421	SFPQ
6428	SRSF3
6429	SRSF4
4292	MLH1
23382	AHCYL2
539	ATP5O
7544	ZFY
55004	LAMTOR1
6169	RPL38
6168	RPL37A
81567	TXNDC5
6161	RPL32
6160	RPL31
6165	RPL35A
6164	RPL34
6166	RPL36AL
