"HA (Flu) / GP160 (Jurkat) cellular_component Ontology, dist <= 0","","","",""
"Label","REF","ID","URL","p-value"
"UNCLASSIFIED","3127","","","0"
"intracellular organelle part","7672","GO:0044446","http://amigo.geneontology.org/amigo/term/GO:0044446","1.31087660972e-14"
"organelle part","7880","GO:0044422","http://amigo.geneontology.org/amigo/term/GO:0044422","4.6947767262e-14"
"proteasome complex","77","GO:0000502","http://amigo.geneontology.org/amigo/term/GO:0000502","1.7205022696e-13"
"membrane-bounded vesicle","3438","GO:0031988","http://amigo.geneontology.org/amigo/term/GO:0031988","3.30025837919e-12"
"vesicle","3556","GO:0031982","http://amigo.geneontology.org/amigo/term/GO:0031982","9.49151027388e-12"
"extracellular exosome","2710","GO:0070062","http://amigo.geneontology.org/amigo/term/GO:0070062","2.05594436943e-11"
"extracellular membrane-bounded organelle","2710","GO:0065010","http://amigo.geneontology.org/amigo/term/GO:0065010","2.05594436943e-11"
"extracellular organelle","2723","GO:0043230","http://amigo.geneontology.org/amigo/term/GO:0043230","2.34719184983e-11"
"extracellular vesicle","2723","GO:1903561","http://amigo.geneontology.org/amigo/term/GO:1903561","2.34719184983e-11"
"protein complex","4152","GO:0043234","http://amigo.geneontology.org/amigo/term/GO:0043234","1.47106279255e-10"
"cytoplasmic part","7723","GO:0044444","http://amigo.geneontology.org/amigo/term/GO:0044444","5.17294647973e-10"
"macromolecular complex","4810","GO:0032991","http://amigo.geneontology.org/amigo/term/GO:0032991","2.10860642866e-09"
"extracellular region part","3687","GO:0044421","http://amigo.geneontology.org/amigo/term/GO:0044421","1.2902756213e-08"
"cytoplasm","10314","GO:0005737","http://amigo.geneontology.org/amigo/term/GO:0005737","1.47081616484e-08"
"membrane-bounded organelle","11617","GO:0043227","http://amigo.geneontology.org/amigo/term/GO:0043227","2.32199413759e-08"
"intracellular membrane-bounded organelle","10454","GO:0043231","http://amigo.geneontology.org/amigo/term/GO:0043231","2.74128238512e-08"
"proteasome regulatory particle","22","GO:0005838","http://amigo.geneontology.org/amigo/term/GO:0005838","4.03784842774e-08"
"proteasome accessory complex","25","GO:0022624","http://amigo.geneontology.org/amigo/term/GO:0022624","8.64327923432e-08"
"membrane","8856","GO:0016020","http://amigo.geneontology.org/amigo/term/GO:0016020","1.39981520508e-07"
"intracellular organelle","11472","GO:0043229","http://amigo.geneontology.org/amigo/term/GO:0043229","1.80252500095e-07"
"bounding membrane of organelle","2229","GO:0098588","http://amigo.geneontology.org/amigo/term/GO:0098588","3.31498849152e-07"
"organelle","12514","GO:0043226","http://amigo.geneontology.org/amigo/term/GO:0043226","9.12928653207e-07"
"endoplasmic reticulum part","1081","GO:0044432","http://amigo.geneontology.org/amigo/term/GO:0044432","1.2572053685e-06"
